/home/cpsvision/cps843_project/Data/Images16/Images_1732596021488248_center.jpg,/home/cpsvision/cps843_project/Data/Images16/Images_1732596021488248_right.jpg,/home/cpsvision/cps843_project/Data/Images16/Images_1732596021488248_left.jpg,0.0
/home/cpsvision/cps843_project/Data/Images16/Images_1732596021613296_center.jpg,/home/cpsvision/cps843_project/Data/Images16/Images_1732596021613296_right.jpg,/home/cpsvision/cps843_project/Data/Images16/Images_1732596021613296_left.jpg,0.0
/home/cpsvision/cps843_project/Data/Images16/Images_1732596021663996_center.jpg,/home/cpsvision/cps843_project/Data/Images16/Images_1732596021663996_right.jpg,/home/cpsvision/cps843_project/Data/Images16/Images_1732596021663996_left.jpg,0.0
/home/cpsvision/cps843_project/Data/Images16/Images_1732596021721783_center.jpg,/home/cpsvision/cps843_project/Data/Images16/Images_1732596021721783_right.jpg,/home/cpsvision/cps843_project/Data/Images16/Images_1732596021721783_left.jpg,0.0
/home/cpsvision/cps843_project/Data/Images16/Images_1732596021778321_center.jpg,/home/cpsvision/cps843_project/Data/Images16/Images_1732596021778321_right.jpg,/home/cpsvision/cps843_project/Data/Images16/Images_1732596021778321_left.jpg,0.0
/home/cpsvision/cps843_project/Data/Images16/Images_173259602184005_center.jpg,/home/cpsvision/cps843_project/Data/Images16/Images_173259602184005_right.jpg,/home/cpsvision/cps843_project/Data/Images16/Images_173259602184005_left.jpg,0.0
/home/cpsvision/cps843_project/Data/Images16/Images_1732596021914549_center.jpg,/home/cpsvision/cps843_project/Data/Images16/Images_1732596021914549_right.jpg,/home/cpsvision/cps843_project/Data/Images16/Images_1732596021914549_left.jpg,0.0
/home/cpsvision/cps843_project/Data/Images16/Images_1732596021975822_center.jpg,/home/cpsvision/cps843_project/Data/Images16/Images_1732596021975822_right.jpg,/home/cpsvision/cps843_project/Data/Images16/Images_1732596021975822_left.jpg,0.0
/home/cpsvision/cps843_project/Data/Images16/Images_1732596022061124_center.jpg,/home/cpsvision/cps843_project/Data/Images16/Images_1732596022061124_right.jpg,/home/cpsvision/cps843_project/Data/Images16/Images_1732596022061124_left.jpg,0.0
/home/cpsvision/cps843_project/Data/Images16/Images_1732596022127605_center.jpg,/home/cpsvision/cps843_project/Data/Images16/Images_1732596022127605_right.jpg,/home/cpsvision/cps843_project/Data/Images16/Images_1732596022127605_left.jpg,0.0
/home/cpsvision/cps843_project/Data/Images16/Images_1732596022181217_center.jpg,/home/cpsvision/cps843_project/Data/Images16/Images_1732596022181217_right.jpg,/home/cpsvision/cps843_project/Data/Images16/Images_1732596022181217_left.jpg,0.0
/home/cpsvision/cps843_project/Data/Images16/Images_1732596022242536_center.jpg,/home/cpsvision/cps843_project/Data/Images16/Images_1732596022242536_right.jpg,/home/cpsvision/cps843_project/Data/Images16/Images_1732596022242536_left.jpg,0.0
